tipo,pregunta,respuesta,fuente
respuesta_directa,Cuales son las fechaz para la matriculacion ordnaria 2024?,El periodo de matrícula ordinaria para estudiantes admitidos/as para acceder a primer curso es del 12 al 16 de julio de 2024.,C:/Users/David/Desktop/Chatbot/Datos\Matricula\SFS15354.pdf
respuesta_directa,Como puedo camviar asignaturas en mi matrcula?,"Puedes cambiar asignaturas en tu matrícula cancelando asignaturas sueltas dentro de los plazos establecidos. Si realizas la solicitud de cancelación dentro de los 5 días hábiles siguientes a la matriculación, se te devolverá el 100% del importe. Si la solicitud se presenta entre el sexto día hábil y el 21 de septiembre de 2024, se devolverá el 50%. Fuera de estos plazos, solo se podrá modificar la matrícula de forma excepcional y con justificación documental. Además, hay un período de desmatriculación del 29 de enero al 4 de febrero de 2025, donde puedes desmatricular hasta 12 ECTS con devolución del 100% del precio.",C:/Users/David/Desktop/Chatbot/Datos\Matricula\SFS17394.pdf
respuesta_directa,Q pasa si no pago la matriula en tiempo?,"Si no se abona la matrícula en los plazos fijados, el Centro iniciará de oficio el procedimiento de anulación de matrícula por impago, lo que conlleva la pérdida del derecho a seguir cursando los estudios, presentarse a exámenes, realizar prácticas y obtener calificaciones. Además, se generará una deuda a favor de la UPM por la cantidad pendiente.",C:/Users/David/Desktop/Chatbot/Datos\Matricula\SFS17394.pdf
respuesta_directa,K documentos hay q entregar si soy alumn nuevo?,"Si no se paga la matrícula en los plazos fijados, se iniciará el procedimiento de anulación de matrícula por impago, lo que conlleva la pérdida de derechos a cursar estudios, presentarse a exámenes y obtener calificaciones. 

Si eres estudiante de nuevo ingreso en estudios de Grado, debes entregar hasta el 30 de septiembre de 2024: 
- Copia del Pasaporte (si no usaste DNI o NIE).
- Resguardo de haber abonado los derechos del traslado de expediente (si cambiaste de carrera o Centro).
- Documentación que acredite exenciones si aplicaste alguna.",C:/Users/David/Desktop/Chatbot/Datos\Matricula\SFS17394.pdf
respuesta_directa,Q formas de pago ay en la UPM?,"Las formas de pago de la matrícula en la UPM son: pago único, pago fraccionado, pago con tarjeta de crédito/débito online, Bizum, recibo bancario y domiciliación bancaria.",C:/Users/David/Desktop/Chatbot/Datos\Matricula\SFS17136.pdf
respuesta_directa,Q servicios ofrece la tarjeta universitaria vitual?,La Tarjeta Universitaria Virtual ofrece los siguientes servicios: identificación universitaria válida durante la permanencia en la universidad y préstamo de libros en las bibliotecas universitarias mediante el código de barras que dispone.,C:/Users/David/Desktop/Chatbot/Datos\CarneUniversitario\CarneUniversitario_texto.txt
respuesta_directa,Donde se encuentr la Secretaria de Alumns?,La Secretaría de Alumnos se encuentra en la planta baja del Bloque VIII.,C:/Users/David/Desktop/Chatbot/Datos\secretaria-alumnos\secretaria-alumnos_texto.txt
respuesta_directa,Ke normativa rige la pernanencia en la UPM?,"La normativa que rige la permanencia en la UPM es la ""Normativa de Permanencia"".",C:/Users/David/Desktop/Chatbot/Datos\Guia estudiante\guia-estudiante.pdf
respuesta_directa,Como se puede acceder al repositrio de software?,"La normativa que rige la permanencia en la UPM es la ""Normativa de Permanencia"". Para acceder al repositorio de software, puedes consultar las licencias de software gratuitas en Politécnica Virtual, desde la sección de “Atención al Alumno -> Solicitudes”, seleccionando la petición de “Distribución de Software”. Además, hay otro repositorio de software en la web del CIC.",C:/Users/David/Desktop/Chatbot/Datos\Guia estudiante\guia-estudiante.pdf
respuesta_directa,Q pasos hay que seguir para reconoser créditos si estudie fuera?,"Para reconocer créditos si estudiaste fuera, debes seguir estos pasos:

1. Ser admitido y matriculado en la Universidad Politécnica de Madrid.
2. Solicitar el reconocimiento de créditos dentro del plazo del 10 al 30 de septiembre de 2024.
3. Enviar la solicitud de reconocimiento de créditos por correo electrónico a la Escuela/Facultad en la que has sido admitido, utilizando el formulario electrónico disponible en la página web de la UPM.
4. Presentar la documentación requerida, que incluye datos personales y académicos, en la Secretaría del Centro o enviarla a través del registro electrónico, acompañada de la solicitud impresa.",C:/Users/David/Desktop/Chatbot/Datos\Reconocimiento\SFS13710.pdf
respuesta_directa,¿Cuántos créditos europeos pueden reconocerse por participar en actividades universitarias?,"Se pueden reconocer hasta un máximo de 6 créditos europeos por participar en actividades universitarias, de acuerdo a lo previsto en el artículo 12 del R.D. 1393/2007.",C:/Users/David/Desktop/Chatbot/Datos\ActividadesAcreditablesEstudiosGrado\normativa_recono_trans_creditos_20130131.pdf
respuesta_directa,¿Qué tipo de actividades se incluyen en el Catálogo General de Actividades Universitarias Acreditables?,"Se incluyen actividades universitarias culturales, deportivas, de representación estudiantil, solidarias y de cooperación en el Catálogo General de Actividades Universitarias Acreditables.",C:/Users/David/Desktop/Chatbot/Datos\ActividadesAcreditablesEstudiosGrado\normativa_recono_trans_creditos_20130131.pdf
respuesta_directa,¿Cuál es el procedimiento para que una actividad sea incluida en el Catálogo General?,"El procedimiento para que una actividad sea incluida en el Catálogo General de Actividades Universitarias Acreditables es el siguiente:

1. La propuesta de inclusión se dirige al Vicerrector de Alumnos.
2. El Vicerrector remitirá la propuesta a todas las Jefaturas de Estudio y Coordinadores de Titulaciones, estableciendo un plazo de al menos 2 semanas para objeciones y sugerencias.
3. Transcurrido el plazo, el Vicerrector elevará la propuesta junto con las objeciones y sugerencias a la CRTC para que tome un acuerdo sobre la inclusión.
4. Si se acuerda la inclusión, se realizarán los trámites necesarios para llevar a cabo dicho acuerdo. 

Además, cada actividad incluida deberá especificar el número de créditos, la persona responsable del seguimiento académico y el sistema de evaluación vinculado.",C:/Users/David/Desktop/Chatbot/Datos\ActividadesAcreditablesEstudiosGrado\normativa_recono_trans_creditos_20130131.pdf
respuesta_directa,¿Qué artículos normativos regulan las actividades culturales y deportivas?,"El procedimiento para que una actividad sea incluida en el Catálogo General de Actividades Universitarias Acreditables se detalla en el artículo 14.5, que establece que las propuestas se dirigen al Vicerrector de Alumnos, quien las somete a la CRTC tras un periodo de objeciones y sugerencias. 

Las actividades culturales y deportivas están reguladas en el artículo 13, que trata sobre los créditos por la participación en estas actividades.",C:/Users/David/Desktop/Chatbot/Datos\ActividadesAcreditablesEstudiosGrado\normativa_recono_trans_creditos_20130131.pdf
respuesta_directa,¿Cuál es el número máximo de créditos por representación estudiantil?,El número máximo de créditos europeos que podrán ser reconocidos a un estudiante en un curso académico por actividades de representación estudiantil no podrá ser superior a 3.,C:/Users/David/Desktop/Chatbot/Datos\ActividadesAcreditablesEstudiosGrado\normativa_recono_trans_creditos_20130131.pdf
respuesta_directa,¿Cuál es el primer día lectivo del curso 2024-2025 en la UPM?,No tengo información suficiente en los documentos proporcionados.,C:/Users/David/Desktop/Chatbot/Datos\CalendarioAcademico\SFS27759.pdf
respuesta_directa,¿Qué días festivos hay en diciembre de 2023 según el calendario académico?,"Los días festivos en diciembre de 2023 son: 6 (Día de la Constitución), 8 (La Inmaculada Concepción) y 25 (Natividad del Señor).",C:/Users/David/Desktop/Chatbot/Datos\CalendarioAcademico\SFS13378.pdf
respuesta_directa,¿En qué fechas se celebra la convocatoria ordinaria de exámenes en enero?,No tengo información suficiente en los documentos proporcionados.,C:/Users/David/Desktop/Chatbot/Datos\CalendarioAcademico\SFS27759.pdf
respuesta_directa,¿Cuándo comienza el segundo semestre del curso 2025-2026?,No tengo información suficiente en los documentos proporcionados.,C:/Users/David/Desktop/Chatbot/Datos\Guia estudiante\guia-estudiante.pdf
respuesta_directa,¿Qué día se celebra el examen de nivelación de inglés en diciembre de 2024?,No tengo información suficiente en los documentos proporcionados.,C:/Users/David/Desktop/Chatbot/Datos\Reconocimiento\SFS24032.pdf
respuesta_directa,¿Cuáles son las fechas del periodo ordinario de matrícula 2024?,El periodo ordinario de matrícula 2024 es del 12 al 16 de julio de 2024.,C:/Users/David/Desktop/Chatbot/Datos\Matricula\SFS15354.pdf
respuesta_directa,¿Cómo puedo modificar asignaturas en mi matrícula?,"Puedes modificar asignaturas en tu matrícula solicitando la cancelación de asignaturas sueltas dentro de los plazos establecidos. Si la solicitud se realiza dentro de los 5 días hábiles siguientes a la matriculación, se devolverá el 100% del importe. Si se presenta a partir del sexto día hábil y hasta el 21 de septiembre de 2024, se devolverá el 50%. Fuera de estos plazos, solo se podrá modificar la matrícula de forma excepcional y con justificación documental. Además, hay un período específico para desmatriculación de asignaturas del segundo semestre, del 29 de enero al 4 de febrero de 2025, donde se puede desmatricular hasta 12 ECTS con devolución del 100% del precio.",C:/Users/David/Desktop/Chatbot/Datos\Matricula\SFS17394.pdf
respuesta_directa,¿Qué sucede si no pago la matrícula en los plazos establecidos?,"Si no se abona la matrícula en los plazos fijados, el Centro iniciará de oficio el procedimiento de anulación de matrícula por impago, lo que conlleva la pérdida del derecho a seguir cursando los estudios, presentarse a exámenes, realizar prácticas y obtener calificaciones. Además, se generará una deuda a favor de la UPM por la cantidad pendiente.",C:/Users/David/Desktop/Chatbot/Datos\secretaria-alumnos\resumen_normas_de_matricula_2024-25.pdf
respuesta_directa,¿Qué documentos debo entregar si soy estudiante de nuevo ingreso?,"Si eres estudiante de nuevo ingreso en estudios de Grado, debes entregar los siguientes documentos hasta el 30 de septiembre de 2024:

1. Copia del Pasaporte. (Los/as estudiantes que hayan realizado automatrícula con DNI o con NIE no tienen que presentar copia de su documento de identidad).
2. Resguardo de haber abonado en la universidad de origen los derechos del traslado de expediente, si has iniciado estudios universitarios y has cambiado de carrera o Centro.
3. Documentación que acredite la/s exención/es si en tu matrícula has aplicado alguna de estas exenciones:
   - Matrícula de honor en la calificación final de 2º de Bachillerato o Ciclo Formativo de Grado Superior.
   - Premio extraordinario de Bachillerato o Ciclo Formativo de Grado Superior.
   - Medalla en olimpiadas académicas acreditadas de ámbito nacional o internacional.",C:/Users/David/Desktop/Chatbot/Datos\Matricula\SFS17394.pdf
respuesta_directa,¿Qué formas de pago existen para la matrícula en la UPM?,"Las formas de pago para la matrícula en la UPM son: tarjeta de crédito/débito online, Bizum, domiciliación bancaria y recibo bancario.",C:/Users/David/Desktop/Chatbot/Datos\Matricula\SFS17136.pdf
respuesta_directa,¿Qué servicios ofrece la tarjeta universitaria virtual?,"La tarjeta universitaria virtual sirve como identificación universitaria y permite acceder a servicios y edificios que requieren control de entrada, como laboratorios, bibliotecas e instalaciones deportivas, además de ser necesaria para el préstamo de libros y equipos en las bibliotecas de la UPM.",C:/Users/David/Desktop/Chatbot/Datos\Guia estudiante\guia-estudiante.pdf
respuesta_directa,¿Dónde se encuentra la Secretaría de Alumnos?,La Secretaría de Alumnos se encuentra en la planta baja del Bloque VIII.,C:/Users/David/Desktop/Chatbot/Datos\Guia estudiante\guia-estudiante.pdf
respuesta_directa,¿Qué normativa regula la permanencia en la UPM?,"La normativa que regula la permanencia en la UPM es la ""Normativa de regulación de la permanencia de los estudiantes de la UPM"".",C:/Users/David/Desktop/Chatbot/Datos\Guia estudiante\guia-estudiante.pdf
respuesta_directa,¿Cómo se accede al repositorio de software gratuito?,"Para acceder al repositorio de software gratuito, se debe consultar en Politécnica Virtual, desde la sección de “Atención al Alumno -> Solicitudes”, seleccionando la petición de “Distribución de Software”.",C:/Users/David/Desktop/Chatbot/Datos\Guia estudiante\guia-estudiante.pdf
respuesta_directa,¿Qué pasos debo seguir para reconocer créditos si estudié fuera?,"Para reconocer créditos si estudiaste fuera, debes seguir estos pasos:

1. Asegúrate de estar admitido y matriculado en la Universidad Politécnica de Madrid.
2. Presenta la solicitud de reconocimiento de créditos mediante el formulario electrónico disponible en la página web de la UPM, conforme al modelo oficial.
3. Envía la solicitud por correo electrónico a la Escuela/Facultad en la que has sido admitido, dentro del plazo del 10 al 30 de septiembre de 2024 (hasta las 14:00 h.).
4. Acompaña la solicitud impresa con la documentación requerida, que debe ser presentada en la Secretaría del Centro o enviada a través del registro electrónico.",C:/Users/David/Desktop/Chatbot/Datos\Reconocimiento\SFS13710.pdf
