tipo,pregunta,respuesta,fuente
respuesta_directa,¿Donde está la Universidad?,"La Universidad Politécnica de Madrid se encuentra en Carretera de Valencia (A-3), km. 7, 28031, Madrid, España.",C:/Users/David/Desktop/Chatbot/Datos\Guia estudiante\guia-estudiante.pdf
respuesta_directa,¿Donde esta la secretaría?,"La secretaría de alumnos está situada en la planta baja del Bloque VIII, en el Edificio Prisma.",C:/Users/David/Desktop/Chatbot/Datos\Guia estudiante\guia-estudiante.pdf
ambigua,¿Dónde es?,"La secretaría de alumnos de la escuela está situada en la planta baja del Bloque VIII, en el Edificio Prisma.",C:/Users/David/Desktop/Chatbot/Datos\Guia estudiante\guia-estudiante.pdf
ambigua,¿Qué pasa al final?,La secretaría de alumnos de la escuela está situada en la planta baja del Bloque VIII. No tengo información suficiente en los documentos proporcionados.,C:/Users/David/Desktop/Chatbot/Datos\Guia estudiante\guia-estudiante.pdf
ambigua,¿Es obligatorio?,"Tu pregunta es ambigua. Por favor, intenta especificarla mejor o haz una pregunta más clara.",-
ambigua,¿A qué hora?,"Tu pregunta es ambigua. Por favor, intenta especificarla mejor o haz una pregunta más clara.",-
ambigua,¿Cuándo se hace?,"Tu pregunta es ambigua. Por favor, intenta especificarla mejor o haz una pregunta más clara.",-
fuera_de_contexto,¿Cuál es el precio del Bitcoin?,Esta pregunta no está relacionada con los documentos universitarios proporcionados.,-
fuera_de_contexto,¿Quién ganó Eurovisión 2023?,Esta pregunta no está relacionada con los documentos universitarios proporcionados.,-
fuera_de_contexto,¿Quién escribió “Cien años de soledad”?,Esta pregunta no está relacionada con los documentos universitarios proporcionados.,-
fuera_de_contexto,¿Cuántos habitantes tiene Canadá?,Esta pregunta no está relacionada con los documentos universitarios proporcionados.,-
fuera_de_contexto,¿Quién inventó el fútbol?,Esta pregunta no está relacionada con los documentos universitarios proporcionados.,-
encadenada,¿Dónde se hace la matrícula?,La matrícula se realiza a través de la página web de automatrícula.,C:/Users/David/Desktop/Chatbot/Datos\Guia estudiante\guia-estudiante.pdf
encadenada,¿Y qué documentos necesito?,"La matrícula se realiza a través de la página web de automatrícula. Los documentos necesarios son: 2 fotos, fotocopia del pasaporte o N.I.E., y la resolución de la Subdirección General de Títulos, Convalidaciones y Homologaciones.",C:/Users/David/Desktop/Chatbot/Datos\Matricula\SFS17394.pdf
encadenada,¿Cuándo abre el plazo?,La matrícula se realiza a través de la página web de automatrícula. El plazo para solicitar cita previa abre desde las 9 h. del día 17 de julio hasta las 22 h. del día 2 de agosto de 2024 (inclusive).,C:/Users/David/Desktop/Chatbot/Datos\Guia estudiante\guia-estudiante.pdf
encadenada,¿Y dónde se entrega?,"La matrícula se realiza a través de la página web de automatrícula. Los documentos justificantes de la matrícula, como las cartas de pago, deben entregarse en la Secretaría de Alumnos del Centro.",C:/Users/David/Desktop/Chatbot/Datos\Guia estudiante\guia-estudiante.pdf
encadenada,¿A qué correo hay que enviarlo?,"La matrícula se realiza a través de la página web de automatrícula. Para enviar la documentación, se debe enviar un correo electrónico a la Secretaría de Alumnos de la Escuela/Facultad correspondiente.",C:/Users/David/Desktop/Chatbot/Datos\Guia estudiante\guia-estudiante.pdf
