tipo,pregunta,respuesta,fuente
cambios-titulacion,¿Qué implica el cambio de plan del Grado en Software 2009 al de 2014?,"El cambio de plan del Grado en Software de 2009 al de 2014 implica que los estudiantes con estudios parciales en el grado anterior deben solicitar el cambio a los nuevos Grados (Plan 2014) dentro de la misma titulación durante el mes de mayo. Además, aquellos que tengan estudios previos de ingeniería técnica en informática o diplomatura en informática deberán solicitar el reconocimiento de créditos al grado correspondiente en el nuevo plan.",C:/Users/David/Desktop/Chatbot/Datos\cambios-titulacion\plazo_solicitud_cambio_plan_09_a_14-22-23.pdf
cambios-titulacion,¿Qué ocurre si quiero pasar de un grado extinguido a otro que ya también ha sido extinguido?,No tengo información suficiente en los documentos proporcionados.,C:/Users/David/Desktop/Chatbot/Datos\cambios-titulacion\aviso_plazo_reingreso_estudiantes-22-23.pdf
cambios-titulacion,¿Dónde encuentro las tablas de reconocimiento de créditos para cambios de plan?,No tengo información suficiente en los documentos proporcionados.,C:/Users/David/Desktop/Chatbot/Datos\Reconocimiento\SFS13710.pdf
cambios-titulacion,¿Qué proceso deben seguir los estudiantes con estudios universitarios extranjeros para acceder a grados UPM?,"Los estudiantes con estudios universitarios extranjeros deben seguir el siguiente proceso para acceder a grados en la UPM:

1. Presentar la solicitud de admisión telemáticamente a través del enlace https://admision.upm.es/grado durante el plazo establecido (del 10 de febrero al 10 de marzo de 2025).
2. Adjuntar la documentación necesaria, que incluye un documento de identificación en vigor, y si tienen resolución de reconocimiento de créditos, presentarla.
3. Si no tienen resolución favorable de reconocimiento de créditos, deben solicitar el reconocimiento en la Escuela/Facultad correspondiente dentro del plazo establecido, adjuntando el resguardo de la solicitud de plaza.
4. La solicitud de admisión y la solicitud de reconocimiento de créditos son trámites independientes, y la falta de cumplimiento de cualquiera de ellos invalida la admisión. 

Además, deben cumplir con el requisito de que se les reconozca un mínimo de 30 créditos de materia obligada en la titulación para la que solicitan plaza.",C:/Users/David/Desktop/Chatbot/Datos\Reconocimiento\SFS13697.pdf
CarneUniversitario,¿Cómo puedo obtener la Tarjeta Universitaria Virtual de la UPM?,"Para obtener la Tarjeta Universitaria Virtual de la UPM, debes: 
1. Disponer de una matrícula activa para un estudio oficial o pertenecer al PDI o PAS.
2. Haber incorporado una fotografía a tu perfil.
3. Tener instalada la nueva app de la UPM, disponible en Android e iOS.",C:/Users/David/Desktop/Chatbot/Datos\CarneUniversitario\CarneUniversitario_texto.txt
CarneUniversitario,¿Qué requisitos hay para que me emitan el carné universitario virtual?,No tengo información suficiente en los documentos proporcionados.,C:/Users/David/Desktop/Chatbot/Datos\Matricula\SFS17135.pdf
CarneUniversitario,¿Qué servicios ofrece la tarjeta universitaria virtual de la UPM?,"La tarjeta universitaria virtual de la UPM sirve como identificación universitaria y permite acceder a servicios y edificios que requieren control de entrada, como laboratorios, bibliotecas e instalaciones deportivas. Además, es necesaria para el préstamo de libros y equipos en las bibliotecas de la UPM.",C:/Users/David/Desktop/Chatbot/Datos\Guia estudiante\guia-estudiante.pdf
DevolucionTasas,¿Cómo se solicita la devolución de precios públicos en la UPM?,"La solicitud de devolución de precios públicos en la UPM se debe cumplimentar mediante un formulario accesible por vía telemática. Una vez completada la solicitud, se debe contactar con la Secretaría de Alumnos del centro para concretar el canal de entrega y aportar los documentos probatorios de la petición.",C:/Users/David/Desktop/Chatbot/Datos\DevolucionTasas\DevolucionTasas_texto.txt
DevolucionTasas,¿Qué documentación es necesaria para tramitar la devolución de tasas universitarias?,"La documentación necesaria para tramitar la devolución de tasas universitarias incluye: 

1. Original de la carta de pago.
2. Documentos que prueben el derecho a devolución.
3. Documentación que acredite las exenciones de pago aplicadas en la matrícula (en caso de ser víctima de violencia de género, participante en operaciones internacionales de paz y seguridad, o beneficiario del ingreso mínimo vital).
4. Orden de domiciliación bancaria (SEPA) si es la primera vez que se domicilia el pago o si se cambian los datos bancarios.

Además, se debe tener en cuenta que los demás documentos pueden ser fotocopias debidamente autentificadas.",C:/Users/David/Desktop/Chatbot/Datos\tramites\solicitud_devolucion_precios_publicos_20121203_0.pdf
DevolucionTasas,¿Cuál es el correo de contacto del Negociado de Devolución de Precios Públicos de la UPM?,devolucion.tasas@upm.es,C:/Users/David/Desktop/Chatbot/Datos\DevolucionTasas\DevolucionTasas_texto.txt
GuiaEstudiante,¿Qué grados se imparten actualmente en la ETSI Sistemas Informáticos de la UPM?,Se imparten 5 grados y 2 dobles grados en la ETSI Sistemas Informáticos de la UPM.,C:/Users/David/Desktop/Chatbot/Datos\Guia estudiante\guia-estudiante.pdf
GuiaEstudiante,¿Dónde se encuentra la Secretaría de Alumnos de la ETSISI y qué gestiones se realizan allí?,"La Secretaría de Alumnos de la ETSISI se encuentra en la planta baja del Bloque VIII (Edificio Prisma). Allí se realizan gestiones como matrícula presencial, cambios en matrícula, solicitud de cambio de grupo, reserva de grupos, envío de documentos, reconocimiento del nivel B2 de inglés, solicitud de evaluación curricular, y entrega de documentación relativa a becas.",C:/Users/David/Desktop/Chatbot/Datos\Guia estudiante\guia-estudiante.pdf
GuiaEstudiante,¿Cómo se estructura el proceso de matrícula anual en la UPM?,"El proceso de matrícula anual en la UPM se estructura en dos etapas: 

1. **Cita previa**: Se solicita una cita en las fechas especificadas en la Normativa de Acceso y Matriculación (NAM), y cada estudiante recibe una fecha aleatoria para formalizar su matrícula.

2. **Matrícula**: Se realiza a través de la página web de automatrícula, donde se seleccionan las asignaturas deseadas. La aplicación generará cartas de pago que deben ser abonadas y entregadas en secretaría. 

El período ordinario de matrícula es del 17 de julio al 2 de agosto de 2024.",C:/Users/David/Desktop/Chatbot/Datos\Guia estudiante\guia-estudiante.pdf
GuiaEstudiante,¿Qué servicios ofrece el Centro de Informática y Comunicaciones (CIC)?,"El Centro de Informática y Comunicaciones (CIC) ofrece los siguientes servicios:

- Gestión y mantenimiento de aulas informáticas.
- Gestión de la red, servidores y cortafuegos de la escuela.
- Impresión Centralizada (PaperCut) sobre 8 impresoras.
- Desarrollos software.
- Soporte a los medios audiovisuales de la Sala de Grados y Radio.
- Soporte en configuración de dispositivos y software, y resolución de problemas.
- Trámites relacionados con la clave de acceso y correo UPM.
- Descarga de software gratuito para estudiantes UPM.
- Reserva de asignaturas y espacios.
- Herramienta online para planificar horarios.",C:/Users/David/Desktop/Chatbot/Datos\Guia estudiante\guia-estudiante.pdf
GuiaEstudiante,¿Qué es el procedimiento EVALÚA y para qué sirve?,"El Centro de Informática y Comunicaciones (CIC) ofrece los siguientes servicios: gestión y mantenimiento de aulas informáticas, gestión de la red, servidores y cortafuegos, impresión centralizada, desarrollos de software, soporte a medios audiovisuales y soporte en configuración de dispositivos y resolución de problemas.

El procedimiento EVALÚA es una herramienta oficial de la Delegación de Alumnos de la UPM que permite expresar reclamaciones y/o felicitaciones a los profesores de forma confidencial. Sirve para canalizar problemas relativos a la docencia y aporta objetividad en la evaluación de méritos docentes.",C:/Users/David/Desktop/Chatbot/Datos\Guia estudiante\guia-estudiante.pdf
GuiaEstudiante,¿Cómo se puede acceder al repositorio de software gratuito de la UPM?,"Para acceder al repositorio de software gratuito de la UPM, es imprescindible estar conectado a una red de la escuela o a través de la VPN de la UPM. Se puede acceder mediante la URL: https://software.upm.es, utilizando el número de matrícula como usuario y la contraseña del CIC.",C:/Users/David/Desktop/Chatbot/Datos\Guia estudiante\guia-estudiante.pdf
GuiaEstudiante,"¿Qué ayudas ofrece la Delegación de Alumnos, como comedor o publicaciones?","La Delegación de Alumnos ofrece las siguientes ayudas: 

- Ayudas de comedor: rebaja del coste del menú de cafetería a 2,65€ durante todo el semestre.
- Ayudas de publicaciones: un crédito de 25€ para gastar en el servicio de publicaciones de la escuela.",C:/Users/David/Desktop/Chatbot/Datos\Guia estudiante\guia-estudiante.pdf
GuiaEstudiante,¿Qué normativa regula la permanencia de los estudiantes en la UPM?,"La normativa que regula la permanencia de los estudiantes en la UPM es la ""Normativa de regulación de la permanencia de los estudiantes de la UPM"".",C:/Users/David/Desktop/Chatbot/Datos\Guia estudiante\guia-estudiante.pdf
GuiaEstudiante,¿Qué es Politécnica Virtual y qué gestiones se pueden hacer desde allí?,"Politécnica Virtual es una plataforma online de la UPM que permite el acceso a recursos y servicios de la universidad a través de la cuenta institucional del estudiante. Desde allí se pueden realizar gestiones como consultar datos personales, estado de matrícula, situación de créditos, calificaciones, información sobre precios públicos y becas, acceso a Moodle, cambio de contraseña del correo UPM, y solicitar software gratuito, entre otros.",C:/Users/David/Desktop/Chatbot/Datos\Guia estudiante\guia-estudiante.pdf
GuiaEstudiante,¿Qué requisitos hay para acreditar el nivel B2 de inglés en la UPM?,"La UPM admite títulos y certificados de nivel B2 reconocidos por la Conferencia de Rectores de las Universidades Españolas (CRUE). Además, organiza anualmente dos pruebas internas de nivelación de inglés, donde se puede alcanzar el nivel B2; el primer intento es gratuito. Para matricularse en la asignatura ""English for professional and academic communication"", es necesario acreditar el nivel B2, y aquellos estudiantes que solo falten de esta asignatura y el Trabajo de Fin de Grado pueden matricularse con un nivel B1, pero deben acreditar el B2 durante el semestre.",C:/Users/David/Desktop/Chatbot/Datos\Guia estudiante\guia-estudiante.pdf
Matricula,¿Cuáles son las fechas del periodo ordinario de matrícula para el curso 2024-2025?,"El periodo ordinario de matrícula para el curso 2024-2025 es del 12 al 16 de julio de 2024 para estudiantes de nuevo ingreso por la vía de la preinscripción del periodo ordinario, y del 17 de julio al 2 de agosto de 2024 para todos los estudiantes matriculados en cursos anteriores.",C:/Users/David/Desktop/Chatbot/Datos\Matricula\SFS15354.pdf
Matricula,¿Qué asignaturas pueden añadirse durante el periodo extraordinario de matrícula?,"Durante el periodo extraordinario de matrícula, se pueden añadir asignaturas de titulaciones con admisión en el segundo semestre, TFG, prácticas académicas externas curriculares y asignaturas con duplicidad de docencia que el estudiante haya cursado en el primer semestre y no haya superado. Además, se podrá ampliar hasta un máximo de 12 ECTS de asignaturas del segundo semestre.",C:/Users/David/Desktop/Chatbot/Datos\Matricula\SFS17391.pdf
Matricula,¿Cómo puedo modificar mi matrícula si necesito cambiar asignaturas o modalidad?,"Puedes modificar tu matrícula cambiando la modalidad de matrícula a tiempo completo o parcial, cancelando asignaturas sueltas o ampliando asignaturas, siempre dentro de los plazos establecidos para los periodos ordinario y extraordinario de matrícula. Si deseas cancelar asignaturas, debes hacerlo dentro de los 5 días hábiles siguientes a la matriculación para obtener el 100% de la devolución, o entre el sexto día y el 21 de septiembre de 2024 para obtener el 50%. Fuera de estos plazos, solo se podrá modificar la matrícula de forma excepcional y con justificación documental.",C:/Users/David/Desktop/Chatbot/Datos\Matricula\SFS17391.pdf
Matricula,¿Qué importe tiene el crédito para grados según su nivel de experimentalidad?,No tengo información suficiente en los documentos proporcionados.,C:/Users/David/Desktop/Chatbot/Datos\Reconocimiento\SFS22588.pdf
Matricula,¿Qué tipos de exenciones existen para el pago de matrícula?,"Las exenciones para el pago de matrícula son: 

1. Becario del Ministerio de Educación, Cultura y Deporte.
2. Familia numerosa (categoría general y especial).
3. Matrícula de honor en 2º de Bachillerato o Formación Profesional.
4. Víctimas del terrorismo.
5. Estudiantes con discapacidad igual o superior al 33%.
6. Víctimas de violencia de género.
7. Participantes en operaciones internacionales de paz y seguridad.
8. Personas beneficiarias del ingreso mínimo vital.",C:/Users/David/Desktop/Chatbot/Datos\Guia estudiante\guia-estudiante.pdf
Matricula,¿Cuáles son las formas de pago aceptadas para la matrícula en la UPM?,"Las formas de pago aceptadas para la matrícula en la UPM son: tarjeta de crédito/débito online, Bizum, domiciliación bancaria y recibo bancario.",C:/Users/David/Desktop/Chatbot/Datos\Matricula\SFS17136.pdf
Matricula,¿Qué sucede si no pago la matrícula en los plazos establecidos?,"Si no se abona la matrícula en los plazos fijados, se iniciará de oficio el procedimiento de anulación de matrícula por impago, lo que conlleva la pérdida del derecho a seguir cursando los estudios, presentarse a exámenes, realizar prácticas y obtener calificaciones. Además, se generará una deuda a favor de la UPM por la cantidad pendiente.",C:/Users/David/Desktop/Chatbot/Datos\secretaria-alumnos\resumen_normas_de_matricula_2024-25.pdf
Matricula,¿Qué documentos debo entregar si soy estudiante de nuevo ingreso?,"Si eres estudiante de nuevo ingreso en estudios de Grado, debes entregar hasta el 30 de septiembre de 2024:

1. Copia del Pasaporte (los que hayan realizado automatrícula con DNI o NIE no necesitan presentar copia).
2. Resguardo de haber abonado en la universidad de origen los derechos del traslado de expediente, si has cambiado de carrera o Centro.
3. Documentación que acredite las exenciones si has aplicado alguna de ellas (por ejemplo, matrícula de honor, premio extraordinario, medalla en olimpiadas académicas).

Si eres estudiante de nuevo ingreso en un Máster Universitario, debes presentar la documentación indicada en la carta de admisión a los estudios de Máster, que incluye:

1. Copia del Pasaporte (los que hayan realizado automatrícula con DNI o NIE no necesitan presentar copia).
2. Documentación que acredite las exenciones si has aplicado alguna de ellas.",C:/Users/David/Desktop/Chatbot/Datos\Matricula\SFS17391.pdf
Matricula,¿Cuál es la normativa de permanencia y cómo afecta a los estudiantes de primer curso?,"La normativa de permanencia en la UPM establece que los estudiantes que se matriculan por primera vez en el primer curso de Grado deben aprobar al menos 6 ECTS de materias obligatorias de ese curso para poder continuar. Si no se aprueban estos créditos, el estudiante puede optar por quedarse un año más en la misma titulación, debiendo aprobar al menos 12 ECTS en ese segundo año, o cambiar a otra titulación dentro de la UPM, cumpliendo los requisitos de nuevo ingreso y aprobando también al menos 12 ECTS. Si no se cumplen estos requisitos, el estudiante no podrá continuar sus estudios en la UPM.",C:/Users/David/Desktop/Chatbot/Datos\Guia estudiante\guia-estudiante.pdf
Matricula,¿Qué precios se aplican a estudiantes visitantes para cursar asignaturas sueltas?,"Los precios aplicables a estudiantes visitantes para cursar asignaturas sueltas en el ejercicio 2024 son: 

- Grado – nivel de experimentalidad 1: 136,44 €
- Grado – nivel de experimentalidad 2: 128,57 €
- Grado – nivel de experimentalidad 3: 113,71 €
- Másteres habilitantes y asimilados: 154,80 €
- Másteres no habilitantes: 84,07 €
- Máster de formación del profesorado: 126 €",C:/Users/David/Desktop/Chatbot/Datos\Matricula\2023_24_PRECIOS_ALUMNOSVISITANTES.pdf
Permanencia,¿Cuántos créditos debe aprobar un estudiante de nuevo ingreso en su primer año para continuar en la UPM?,Un estudiante de nuevo ingreso en su primer año debe aprobar al menos 6 créditos de materia obligatoria para continuar en la UPM.,C:/Users/David/Desktop/Chatbot/Datos\Reconocimiento\SFS13697.pdf
Permanencia,¿Qué opciones tiene un alumno que no supera 6 créditos en el primer año?,"El alumno podrá optar por quedarse 1 año más en los mismos estudios, debiendo aprobar al menos 12 créditos de materia obligatoria de primer curso en ese segundo año. Si no cumple este requisito, no podrá continuar estudios en la UPM. También puede solicitar plaza en otro Grado de la UPM, cumpliendo los mismos requisitos que se exigen a los alumnos de nuevo ingreso, debiendo aprobar al menos 12 créditos de materia obligada de primer curso para poder continuar.",C:/Users/David/Desktop/Chatbot/Datos\Matricula\SFS17391.pdf
Permanencia,¿Qué sucede si un estudiante no supera los 12 créditos en su segundo año?,No tengo información suficiente en los documentos proporcionados.,C:/Users/David/Desktop/Chatbot/Datos\Matricula\SFS17391.pdf
Permanencia,¿Qué situaciones excepcionales permiten no computar el curso a efectos de permanencia?,"Las situaciones excepcionales que permiten no computar el curso a efectos de permanencia son: enfermedad grave, maternidad, estar reconocido como deportista de Alto Nivel o cualquier otra situación que así sea considerada.",C:/Users/David/Desktop/Chatbot/Datos\permanencia\Permanencia.pdf
Permanencia,¿Qué criterios se aplican a estudiantes que provienen de otras universidades para poder ser admitidos?,"Los estudiantes que provienen de otras universidades deben cumplir con los siguientes criterios para ser admitidos: 

1. Presentar una solicitud de admisión y una solicitud de reconocimiento de créditos, ambas de forma independiente.
2. Acreditar un mínimo de 30 créditos de materia obligada en la titulación para la que solicitan plaza.
3. Adjuntar a la solicitud de admisión los siguientes documentos:
   - Documento de identificación en vigor (DNI, NIE, pasaporte, permiso de residencia).
   - Documento que acredite la calificación que permitió el acceso a estudios universitarios.
   - Certificación académica personal con las calificaciones y la nota media ponderada.
   - Si tienen resolución de reconocimiento de créditos, presentarla.
   - Certificado de reconocimiento del nivel B2 de español, si corresponde. 

La falta de cumplimiento de cualquiera de estos requisitos invalida la admisión.",C:/Users/David/Desktop/Chatbot/Datos\Reconocimiento\SFS13697.pdf
Reconocimiento,¿Qué documentación se necesita para solicitar el reconocimiento de créditos si vengo de otra universidad española?,"Se necesita la siguiente documentación para solicitar el reconocimiento de créditos si se viene de otra universidad española:

1. DNI, NIE en vigor.
2. Documento que acredite la calificación que permitió al estudiante acceder por primera vez a los estudios universitarios y el año en que se obtuvo (tarjeta de calificaciones de la prueba de acceso a la universidad, título de ciclo formativo de Grado Superior, acreditación UNED).
3. Certificación académica personal en la que consten las calificaciones de las asignaturas superadas en la titulación de origen, incluyendo la nota media ponderada expresada en escala numérica de 0 a 10.",C:/Users/David/Desktop/Chatbot/Datos\Reconocimiento\SFS24031.pdf
Reconocimiento,¿Cuál es el plazo para solicitar el reconocimiento de créditos por traslado en el curso 2024-2025?,El plazo para solicitar el reconocimiento de créditos por traslado en el curso 2024-2025 es del 20 de mayo al 21 de junio de 2024 (hasta las 14:00 h.).,C:/Users/David/Desktop/Chatbot/Datos\Reconocimiento\SFS13710.pdf
Reconocimiento,¿Puedo solicitar reconocimiento de créditos si he trabajado en el sector y tengo experiencia profesional?,No tengo información suficiente en los documentos proporcionados.,C:/Users/David/Desktop/Chatbot/Datos\Reconocimiento\SFS13710.pdf
Reconocimiento,¿Qué diferencia hay entre reconocimiento de créditos y admisión por traslado?,"El reconocimiento de créditos es un trámite que permite validar asignaturas superadas en estudios previos, mientras que la admisión por traslado es el proceso mediante el cual un estudiante solicita cambiar de estudios de grado o centro dentro de la misma universidad o de otra universidad a la Universidad Politécnica de Madrid, lo que implica cumplir con requisitos específicos, como haber superado al menos 30 créditos de materia básica y obligatoria. Ambos trámites son independientes y necesarios para la admisión.",C:/Users/David/Desktop/Chatbot/Datos\Reconocimiento\SFS13697.pdf
